id,EAP,HPL,MWS
id02310,0.043959849457892164,0.02372792158078612,0.9323122289613218
id24541,0.9608946978514675,0.020236415540192506,0.01886888660833991
id00134,0.01259727113432046,0.9594335855264816,0.027969143339197967
id27757,0.814466304072494,0.17122344390397728,0.014310252023528678
id04081,0.7520632913613257,0.20152957201911653,0.04640713661955785
id27337,0.9636844032641022,0.014971872854894363,0.021343723881003297
id24265,0.9498065725666389,0.02125040623311184,0.028943021200249157
id25917,0.026435833789754257,0.018344011447279877,0.9552201547629658
id04951,0.9745851380079643,0.0068572704311371194,0.018557591560898496
id14549,0.7823568378342719,0.1550382746703012,0.06260488749542689
id22505,0.04610217607971012,0.026828980849688946,0.927068843070601
id24002,0.009542431466660188,0.9754826682813686,0.014974900251971106
id18982,0.3265209436653883,0.3908396795209537,0.2826393768136581
id15181,0.027634085396163688,0.9569276757061221,0.015438238897714125
id21888,0.7236404489549318,0.04772881860873705,0.2286307324363312
id12035,0.050407939581868545,0.016891339336087385,0.9327007210820442
id17991,0.06911761135072998,0.020805842852461173,0.9100765457968089
id10707,0.9280562689594827,0.04992327330378635,0.022020457736730944
id07101,0.10398653620409423,0.07345610704459424,0.8225573567513116
id00345,0.13439162673412813,0.8519964476444162,0.013611925621455629
id05912,0.9146326017026446,0.04746601097193395,0.03790138732542153
id13443,0.9176429351230826,0.020539520049093617,0.06181754482782382
id09248,0.4054949325830285,0.007664120794035788,0.5868409466229358
id17542,0.04660451038287719,0.9317904089660834,0.021605080651039464
id06995,0.05442044656825563,0.004098753336040147,0.9414808000957041
id25159,0.874625916436174,0.05160661253779195,0.07376747102603406
id25729,0.16858531759430395,0.8003288399684911,0.031085842437204962
id26949,0.9452486887831933,0.026560209481963918,0.028191101734842784
id27191,0.029538509867623613,0.027560712581403433,0.942900777550973
id07668,0.5299539729244783,0.003711593870211982,0.46633443320530965
id02230,0.034788560540260735,0.27497170505325474,0.6902397344064846
id15553,0.9438381374223301,0.0004396391651216667,0.05572222341254821
id25688,0.018751607168154456,0.9683467874571284,0.012901605374717125
id17545,0.947129609651307,0.02654468669665325,0.02632570365203978
id13929,0.29099521842071857,0.1563683077027182,0.5526364738765632
id12880,0.18057046369834873,0.7565562327436773,0.0628733035579739
id19282,0.819179033422781,0.07851976156328358,0.10230120501393546
id14690,0.06946830534671515,0.011813804506364309,0.9187178901469205
id17975,0.03670049742879331,0.9504820926283155,0.012817409942891106
id08037,0.913723446522249,0.007965903077403863,0.07831065040034718
id15412,0.08775375534746892,0.019854259541610603,0.8923919851109204
id25032,0.5235923992566452,0.023280125430980493,0.4531274753123743
id27165,0.9603970766082554,0.023276063065439282,0.01632686032630523
id03327,0.9505651700124099,0.022131748960120132,0.027303081027469967
id18515,0.8569524989883098,0.03747557485657717,0.105571926155113
id21003,0.08615831330660371,0.02139767026427525,0.8924440164291211
id23855,0.027330722139192357,0.8408768550791215,0.1317924227816862
id20724,0.9302301759754681,0.04106219686858253,0.028707627155949517
id13303,0.4809066410941433,0.09367842756641495,0.4254149313394417
id16521,0.02984458309776436,0.6210543149200822,0.34910110198215344
id20775,0.9195086788619555,0.00070543418868418,0.07978588694936012
id13029,0.9391977183880834,0.021503567839981745,0.039298713771935015
id14660,0.19040724905661371,0.7853237934066742,0.024268957536711846
id11028,0.03372989900327201,0.01320265410711455,0.9530674468896133
id14180,0.9328718102768665,0.03989700489292236,0.027231184830211055
id25860,0.9590347606142146,0.01882958504263676,0.02213565434314876
id11910,0.7228543792831283,0.026775628589009143,0.25036999212786254
id08065,0.17751061634046655,0.004427727099320699,0.8180616565602128
id22674,0.024717875009882647,0.016230280903297613,0.9590518440868196
id25018,0.08685030952933458,0.023486234862357395,0.8896634556083081
id10892,0.014732824968516738,0.9728889433549879,0.01237823167649535
id10217,0.31087640760249113,0.6741179372543397,0.015005655143169176
id12996,0.3099639580027796,0.04724235583183529,0.642793686165385
id18262,0.6917398494297866,0.19776937675379533,0.11049077381641807
id08606,0.016997654303196167,0.9718460467079197,0.011156298988884063
id17233,0.9401482417018917,0.01793937499889186,0.04191238329921641
id00101,0.6600735994073974,0.30271778633569385,0.037208614256908724
id12225,0.9288911813534826,0.03748891302803426,0.03361990561848314
id01364,0.03890780537933722,0.9466356237005916,0.014456570920071077
id24973,0.951115567624238,0.020096630936199775,0.028787801439562236
id25363,0.8693837417228908,0.00012743757313066144,0.13048882070397852
id10061,0.40976880457747145,0.013580836385177607,0.5766503590373508
id17673,0.2053551401359129,0.7722759451217529,0.022368914742334177
id13249,0.35986695690866183,0.027933159637985292,0.6121998834533529
id10107,0.05294176757669134,0.04394833886507703,0.9031098935582317
id04403,0.9702129588957003,0.011865363195664475,0.01792167790863529
id25728,0.9154059698026932,0.01501715578214811,0.0695768744151587
id16184,0.07279702869372957,0.02050170579321529,0.9067012655130552
id03438,0.09451562131127089,0.010907116918134455,0.8945772617705945
id22923,0.05134045447261371,0.9413881107946084,0.007271434732777839
id08610,0.9561377723806118,0.017121971905510413,0.026740255713877774
id25355,0.04860148140039808,0.01785194191092199,0.93354657668868
id16916,0.5067295021638292,0.47367584556346537,0.01959465227270528
id12793,0.03728390340437245,0.9522323844079577,0.010483712187669851
id11859,0.94132797314929,0.007139802441487562,0.05153222440922235
id02434,0.8383647677673274,0.14938920505031408,0.01224602718235848
id27703,0.04346552430601899,0.02244637357355056,0.9340881021204306
id25212,0.023644149262118257,0.9492450977768929,0.027110752960988974
id11308,0.12292857072074288,0.19012219812456352,0.6869492311546935
id26094,0.9486921785414806,0.029047922777476143,0.022259898681043187
id22080,0.9457781421908869,0.02582614240165248,0.028395715407460553
id03545,0.912841100114575,0.06529298514840218,0.021865914737022974
id23725,0.029824116015618175,0.030368582283329226,0.9398073017010525
id12009,0.44828508645354687,0.2061880071378275,0.3455269064086255
id24241,0.057063278625445774,0.8371827014158499,0.10575401995870416
id03596,0.014958453195730127,0.9683531193900519,0.016688427414218054
id10749,0.15201478638804464,0.8175834839884882,0.030401729623467075
id22794,0.03175984888668332,0.01663298864135752,0.9516071624719592
id15482,0.6431531826907969,0.319527791295177,0.03731902601402612
id04833,0.935840495000256,0.01892930326941034,0.045230201730333604
id00397,0.002661470620965179,0.004679140654735141,0.9926593887242996
id14691,0.011058198520273411,0.033806855926767125,0.9551349455529594
id05193,0.30651570260686634,0.020500440659519482,0.6729838567336143
id19541,0.9579180025960418,0.0043290629619621825,0.03775293444199605
id22166,0.04935656353026944,0.021160711959730336,0.9294827245100002
id20744,0.08201186586539465,0.01597346208176579,0.9020146720528395
id10392,0.014801315369049673,0.0018050731974895253,0.9833936114334608
id00770,0.9373113358054496,0.04516838343088609,0.017520280763664426
id06018,0.7582347609658622,0.1946470595323799,0.0471181795017578
id15678,0.4481803099143559,0.045479571605167454,0.5063401184804767
id08305,0.5696006877909804,0.398805770527241,0.03159354168177866
id08903,0.10160733207075964,0.028719764911624583,0.8696729030176157
id14752,0.7762217938913634,0.1763078145141165,0.04747039159452003
id12468,0.05011182284957831,0.927889553448272,0.02199862370214964
id05085,0.9208680429160048,0.056925597777596246,0.022206359306399095
id21993,0.43221616917496775,0.007645109514132646,0.5601387213108996
id15503,0.8120410229593868,0.0852955972952108,0.10266337974540235
id03021,0.00944774687583377,0.9799084784156318,0.01064377470853448
id16123,0.8633288706812702,0.10912744149085397,0.02754368782787592
id19383,0.8859829921008907,0.08614740861404824,0.02786959928506096
id04186,0.949044549503677,0.024245287093764077,0.026710163402558895
id17954,0.008174888205638893,0.023524226773220604,0.9683008850211404
id12030,0.09759432985008229,0.018521989253913355,0.8838836808960044
id13020,0.9464552225596841,0.029778150949724178,0.023766626490591622
id25327,0.039732828581881034,0.9345234318820858,0.02574373953603322
id16344,0.4480803109757158,0.25234760345732093,0.2995720855669632
id12303,0.0582255854690769,0.9187400754119099,0.023034339119013123
id15017,0.9335234063669186,0.0030850944749420696,0.0633914991581392
id22308,0.9224483598517891,0.020449492650086293,0.05710214749812479
id06536,0.0236015097973272,0.0007945057496664103,0.9756039844530063
id19797,0.10095627943987752,0.8788013489032575,0.02024237165686503
id06332,0.37645927613891433,0.5439168273438133,0.0796238965172724
id22941,0.059555792976653095,0.018454854688767803,0.921989352334579
id13547,0.06749221019396953,0.014554904154071872,0.9179528856519585
id06928,0.025110803063654954,0.03450995275231851,0.9403792441840266
id12521,0.8865289350009323,0.08654989011663362,0.02692117488243406
id25716,0.9440390043081421,0.02085480956595818,0.035106186125899774
id27116,0.11671889221342033,0.0038665295582469713,0.8794145782283327
id19941,0.03399040200534802,0.9390880530730272,0.026921544921624664
id05711,0.06704380432723267,0.0017031201153077523,0.9312530755574596
id02097,0.042607878966938066,0.01537979406574722,0.9420123269673146
id03563,0.021504038882201305,0.9638637963165841,0.014632164801214601
id02295,0.08528663658627895,0.8935916581717406,0.021121705241980652
id08179,0.9947912980531467,0.0003116045912372243,0.004897097355616093
id05332,0.04160837941886966,0.9072727955233694,0.05111882505776086
id15697,0.9245464823937707,0.01807185596441163,0.05738166164181766
id17026,0.06857931915091002,0.02312912830158413,0.9082915525475058
id04243,0.9095630850626045,0.05736850654726684,0.033068408390128666
id13175,0.9543691631841881,0.03846816097122083,0.007162675844591158
id05387,0.9585111707454664,0.017166980816598766,0.024321848437934918
id19989,0.9505601563196981,0.02239783684344264,0.027042006836859114
id25173,0.09447057732535323,0.043389337956173155,0.8621400847184736
id08925,0.022911515625286493,0.9565192343986334,0.02056924997608001
id03034,0.02922747447104115,0.9349598068937147,0.03581271863524424
id13272,0.011589804939106068,0.967169919747166,0.02124027531372791
id07956,0.9137717513327722,0.03595965918552622,0.05026858948170152
id02648,0.07695462793489737,0.014603200859390946,0.9084421712057117
id01778,0.05827129516820016,0.013662957924073333,0.9280657469077266
id12846,0.012815006504440502,0.0856799431818999,0.9015050503136597
id19001,0.06865597451883473,0.02903600470222098,0.9023080207789441
id05763,0.7267494448617335,0.0216930090932331,0.25155754604503333
id15590,0.031076549865189398,0.00545753136702475,0.9634659187677859
id04912,0.8635446330383686,0.069519863249895,0.06693550371173634
id21201,0.8238778063326161,0.08406605436815454,0.09205613929922933
id13215,0.9642829939818444,0.008860760493371558,0.026856245524784196
id15612,0.0538350844894469,0.9247646120680229,0.021400303442530362
id18501,0.16895169788203745,0.010477385232285502,0.820570916885677
id07223,0.9148046938366386,0.05421559427996346,0.03097971188339786
id06707,0.5197994776054027,0.19382161012097046,0.286378912273627
id05238,0.0020370031722396864,0.9762935235003729,0.021669473327387462
