id,EAP,HPL,MWS
id02310,0.029587144983111983,0.013839433118578527,0.9565734218983095
id24541,0.999049148223398,0.00030348986645068057,0.0006473619101514458
id00134,0.00046263634020060157,0.8845763161070775,0.11496104755272155
id27757,0.80190190912397,0.16554248719543838,0.032555603680591676
id04081,0.6717857211177074,0.198479686513253,0.12973459236903934
id27337,0.9847703344789933,0.010344302210674797,0.004885363310332007
id24265,0.9500504049537724,0.03299614509368816,0.0169534499525394
id25917,0.016736216476668425,0.008259939808553777,0.9750038437147779
id04951,0.9962390299825445,0.0017925346614422902,0.001968435356013216
id14549,0.7794120162945705,0.12065722926876549,0.09993075443666422
id22505,0.0648305707369841,0.03886149117412177,0.8963079380888941
id24002,0.0008140801326193544,0.9982027124543167,0.0009832074130641183
id18982,0.2916354914197031,0.4742647609747535,0.23409974760554345
id15181,0.0014508123340723769,0.9952132060530325,0.003335981612895257
id21888,0.6008808530734544,0.07628730705844376,0.322831839868102
id12035,0.04223789059539505,0.011925569314773251,0.9458365400898316
id17991,0.06894084658272288,0.01473205941685751,0.916327094000419
id10707,0.9976363992002033,0.0018536913270541862,0.0005099094727425743
id07101,0.08570360100883197,0.0694370727566036,0.8448593262345644
id00345,0.022808776281228883,0.9646883279864183,0.01250289573235303
id05912,0.9013511633830893,0.037586415714369575,0.061062420902541374
id13443,0.967940970076235,0.02246791719368749,0.009591112730077574
id09248,0.45307205588397653,0.026133763846792578,0.5207941802692311
id17542,0.019222279564974493,0.9739391413925231,0.006838579042502307
id06995,0.010163253231808228,0.002979401099681871,0.9868573456685101
id25159,0.8219552053108073,0.05782482148493314,0.1202199732042596
id25729,0.13497493969233146,0.8360195594510038,0.029005500856664514
id26949,0.9196914705071714,0.0613961769233668,0.018912352569461898
id27191,0.03059970537180066,0.0030525222903375403,0.9663477723378618
id07668,0.6116352503071546,0.003811022097182155,0.3845537275956634
id02230,0.08131734698867879,0.2955781041800699,0.6231045488312513
id15553,0.961022451686833,0.016666666666666666,0.022310881646500188
id25688,0.0011952621305423364,0.9982767964604055,0.0005279414090523538
id17545,0.9868818315236186,0.007723717626027019,0.005394450850354224
id13929,0.4364646330322513,0.12688680102813368,0.43664856593961493
id12880,0.2653865902079608,0.5852660483578811,0.14934736143415786
id19282,0.7377420542089509,0.08237906620922295,0.17987887958182622
id14690,0.012411432932649083,0.006256964107635633,0.9813316029597151
id17975,0.003148337983450648,0.9937996311716562,0.0030520308448936193
id08037,0.978194275571744,0.010355067726090385,0.0114506567021655
id15412,0.07717942359561765,0.008264156062467007,0.9145564203419155
id25032,0.6577997371369781,0.04283978465655241,0.2993604782064695
id27165,0.9907856198669466,0.006557536514401389,0.002656843618652069
id03327,0.9340079689918542,0.044417719485773374,0.021574311522372457
id18515,0.5628152164354825,0.17892616029382363,0.2582586232706938
id21003,0.14909626179722077,0.03548573729541008,0.8154180009073689
id23855,0.03435349734248898,0.6780708291536022,0.28757567350390856
id20724,0.9241462501636252,0.037284784073989434,0.03856896576238551
id13303,0.4092127253812559,0.12914511125358388,0.4616421633651602
id16521,0.054126297309431345,0.6737650540753825,0.2721086486151859
id20775,0.9991669386518267,7.224607340062905e-05,0.0007608152747725282
id13029,0.9818760847743025,0.002414608460260406,0.015709306765437088
